memento_time,original_url,date,title,entry
20100919001307,http://peopleofpraise.org:80/news/?p=408,"April 29th, 2010  |  
						
						Published in
						Trinity School  |  4 Comments",Permanent Link: Bill and Kate Adams on Trinity: The Only Game in Town,"“Its focus is on Christ. Our children know coming here what the message and purpose of the school is.”
Bill and Kate Adams are Roman Catholics who chose Trinity, an ecumenical school, for their children. He is a technology representative with a sports medicine company. She home-schools all their 12 children until they attend Trinity in seventh grade. Three of the Adamses are currently at Greenlawn: Brady (11th grade), Maddy (10th grade), and John (9th grade)."
20100919001312,http://peopleofpraise.org:80/news/?p=410,"April 29th, 2010  |  
						
						Published in
						Trinity School  |  1 Comment",Permanent Link: Jade on Trinity: Like Family,Jade is a junior at Greenlawn. ”Everyone’s house is open to me.”
20100919001318,http://peopleofpraise.org:80/news/?p=636,"June 18th, 2010  |  
						
						Published in
						Mission Work  |  3 Comments",Permanent Link: The Grapevine Delivers . . . Tomatoes.,"By Sean Connolly
 
Trish Brewer (left) and Jenny Sergio plant a vegetable garden in the Triangle area of Indianapolis.
 
The Triangle area of Indianapolis wanted fresh vegetables, so this spring Jenny Sergio and Trish Brewer planted a garden—several varieties of tomatoes and peppers in five neat rows behind the duplex. But one Sunday morning in late May Jenny awoke to discover that that their plants had gone missing.
“There were just holes left in the garden,” Trish remembers.
Walt Seale mentioned the purloined plants to Walter, an older neighbor who mows lawns and knows about neighborhood goings-on. “Neighbors just don’t do that,” Walt told him. “We don’t steal one another’s tomato plants.”
Later that afternoon, Walter came to Walt and mumbled a cryptic message: “Walk down the alley and take a look down there on the left.”
Walt followed the alley behind the duplex, but saw no plants.
A few days later, on Wednesday, as Trish walked from her car to the duplex, another neighbor rode up on his mountain bike. A single full beer can dangled from either side of the handlebars, attached there by two six-pack rings.
“I heard about your tomato plants,” he said. “That’s terrible. I don’t like that at all. I’ve got some plants I want to give you.”
“Really? That’s very generous of you,” Trish said.
The man returned with a plastic pot containing three young tomato plants. “I don’t want this kind of thing happening in this neighborhood,” he told her. “We’re all friends here. We don’t want this to be the kind of place where people do that.”
“It sounded exactly like what Walt had told Walter,” Trish remembers.
She thought the plants looked familiar, but she couldn’t be sure. In any case, the Triangle now has a bigger garden than before the heist, thanks to the three tomato plants and some more vegetable plants donated by an Indianapolis branch member.
“We added a whole extra row to the garden,” Trish says."
20100919001322,http://peopleofpraise.org:80/news/?p=642,"July 1st, 2010  |  
						
						Published in
						Branches,  Mission Work  |  7 Comments",Permanent Link: Program Coordinator Appointed for Communications,"From the office of the overall coordinator:
Craig Lent has appointed Sean Connolly as the program coordinator for the community’s Communications office. His responsibilities include People of Praise-related communications within and outside the community: publishing Vine & Branches magazine, developing and distributing videos and managing Internet-based communications.
“Sean began working for the community in 2002,” Craig says. “He moved to Allendale with the first group of community members and took on the job of acting head of our publications work upon his return to South Bend in 2005. He led the transition of Vine & Branches to a full-color magazine emphasizing news, photography and commentary. Together with Elizabeth Grams he began the community’s video department, and this year he and his team launched news web sites for the People of Praise and for Trinity Schools.
Sean Connolly
“He brings to the job of program coordinator the intelligence, energy and idealism that are characteristic of everything that he does.
“In addition to his communications work, Sean participated in the start-up phase of one:ten communications (a technology-focused division of the LaSalle Company), and he continues to serve on the community’s growth team.”
Program coordinators head the community’s program offices—their staff, projects and local divisions. The Principles of Structure and Government provides for five program offices: Action, currently led by Mike Zusi; Education, including the Center for Christian Studies, currently led by Paul DeCelles; Mission, currently led by Nick Holovaty; Communications (formerly known as Publications); and Christian Life Movements, which currently has no assigned program coordinator. Program coordinators are appointed by the overall coordinator and report to Paul DeCelles, the chair of the program coordinators’ council.
Sean says he’s eager to continue expanding the community’s print, web and video communications. “I’m excited about how e-mail and the Internet are helping us to spread news and information rapidly across our 21 branches. And like many, I enjoy flipping through a magazine with thoughtful articles and compelling photos, so I’m looking forward to producing many more issues of Vine & Branches.  I love this work and I am blessed with dedicated and creative co-workers.”
Mission program coordinator Nick Holovaty has worked alongside Sean for more than a decade. “Sean has a gift for identifying what the Lord is up to and explaining it well, in complex and even messy situations. He sees what’s most important and articulates it compellingly and enthusiastically.”
Sean, his wife Gretchen and their daughter Gloria live in South Bend. In 2007, Gretchen became the director of photography and layout for Vine & Branches. Both are graduates of Trinity Schools. Gretchen graduated from the University of St. Thomas and Sean is a graduate of the University of Notre Dame."
20100919001328,http://peopleofpraise.org:80/news/?p=863,"September 9th, 2010  |  
						
						Published in
						Branches  |  2 Comments",Permanent Link: Servant Camp,"This yearâ€™s Servant camp, held August 8-13, was the hottest and wettest ever, according to longtime camp director Carmen Lee. Campers endured four major rainstorms that dumped seven inches of rain on them, along with two days in the 90s and one where the thermometer hit triple digits. (Photo credits: Pat Flynn, Tom Kruse, Madeline Kil, Charlie Reinhardt, Amy Root.)
The fifth-grade boys enjoy a dodgeball game.
Olivia, Annemarie and Becca Joy show off their butterflies.
Nadine Reinhardt readies a screen used for printing camp T-shirts.
Miles and Eddie cool off in trash cans filled with water.
Mike Wacker (Servant Branch) and Aaron Drog (Rockford).
Thomas and Ben use wood burning tools to create patterns in blocks of wood.
Rob Brickweg (center) leads a discussion with the eighth-grade boys.
The Servant Camp climbing tower.
The sixth-grade girls and their counselors prepare for a 40-mile bike ride.
Cooking with the seventh-grade boys: (from left:) Eddie, William, Ethan, Miles and Dietrich.
Boys tackle an obstacle course blindfolded in a team-building exercise.
Without air-conditioning in the 90-degree heat, junior counselors Emily and Alyssa take matters into their own hands.
Nate is ready for another game of dodgeball.
The seventh-grade boys performing a skit.
Becca Joy shows off her tent.
One of the many lightning storms at camp this year.
Opening ceremonies.
Third-grade boys Peter and Peter reading.
Camp director Carmen Lee speaks to a group of boys.
The high ropes course."
20100919001333,http://peopleofpraise.org:80/news/?p=913,"September 9th, 2010  |  
						
						Published in
						Branches  |  5 Comments",Permanent Link: South Bend Camp,"One hundred and ten campers and 107 staff members returned to Michigan’s Camp Tannadoonah in June for a week of events reflecting the theme, “Love Conquers all.” Activities included dodgeball, inner tubing, rock-climbing, an obstacle course and a giant newspaper ball fight known as “the ball wars.” (Photo credits: Joe Cramer, Phil DeLee, Beth Kelleher, Gina Massa, Beth Pingel)

James, Bill and Peter get ready for a game of dodgeball.
An intense tug-of-war.
With a spoon in her mouth, Emma works to move Skittles candies from one bowl to the next. 
Sixth-grade boys William, Luke and Daniel at a flag ceremony.
Larry Day (center, in purple) challenges third-graders to blow the shofar. Left to right, Ben, Owen, Randy Raciti, Larry, Teresa, Margaret.
Campers gather at the waterfront to watch camp staffers competing in the most creative dive contest.
Left to right, third-grade girls Juliet, Teresa and Lucia.
Gloria Murphy, one of the dining room directors.
Susan races against Thomas on the camp’s obstacle course, called “The Hood.”
Liam and Will enjoy their inner tube. 
Third grader Mairin whispers to Ana.
Camp directors Amy Zwerneman and Randy Raciti greet parents and campers on opening day.
A newspaper ball fight known as “The Ball Wars.”
Mark Havard wrestles with the third-grade boys.
Fourth grade girls run The Hood obstacle course.
The steps leading up from the waterfront. There are about 100 steps—the precise number of steps is debated to this day.
Eddie lifts weights, spotted by Aaron King and Randy Raciti, during a skit illustrating the importance of bearing one another’s burdens.
Fourth-grade girls Grace, Claire and Lauren prepare to eat a doughnut hanging from a string without the aid of their hands. In the background are junior counselors Molly and Addison."
20110104032130,http://peopleofpraise.org/news/?p=659,"July 22nd, 2010  |  
						
						Published in
						Mission Work  |  20 Comments",Permanent Link: A House Moves in Indianapolis,"July 14, 2010, Indianapolis—The Indianapolis Triangle house formerly located at 1435 Montcalm Street was moved to its new location at 1450 Rembrandt Street.
A campus division women’s household lived in the house since last fall. They moved in after two years of major renovations performed largely by visiting Action teams. In late 2009, a commercial developer offered to buy the property as part of an initiative to build student housing near the IUPUI campus. After negotiations with the People of Praise, the developer agreed to cover the cost  of relocating the house about a block away, across the street from Walt and Pam Seale’s home. The women’s household is planning to move back into their home—with a new address and a new basement—before the school year begins.
Click play on the video below to watch it happen."
20110104032316,http://peopleofpraise.org/news/?p=790,"July 29th, 2010  |  
						
						Published in
						Tributes  |  1 Comment",Permanent Link: Gen Ficker,"By Elizabeth Kaiser
Genevieve Ficker, of Hastings, MN, passed away peacefully on October 30 at the age of 90. She was born February 22, 1919, in Nicollet, MN. She and Albert Ficker (who died in 1974) were married in 1945 in Hampton, MN, where Gen started her 40-year career as a beautician. After they moved to Hastings, she owned and operated Gen’s Beauty Shop on Fifth Street.
I met Gen 20 years ago and immediately enjoyed her company and her stories, and singing the songs we both knew. She was a frequent guest at our home for meals and celebrations, and we joined with Gen’s family to celebrate her birthdays as she neared 90. When our sons were little, Gen would entertain them while I prepared lunch after a morning’s outing of garage sales. She shared gardening ideas and taught me how to prepare applesauce her way, which we like much better than the store-bought kind. She was patient and didn’t scold when the boys wielded their knives, Rambo-style, chopping the apples that we cooked and canned. I have thanked the Lord many times for sending Grandma Gen to us, because Ed and I both have families who live out of state. Gen’s faith continues to inspire me.
One of Gen’s six children, Pat, along with his wife Patricia and four of Gen’s grandchildren, Laura, Dan, Lisa and Catherine, are members of the People of Praise. Gen came underway October 23, 1983, in Servant Branch, after she retired. She was an avid card player, cook, gardener and seamstress, and she loved to crochet. One day Gen was talking to a social worker at Regina Assisted Living, where she spent her last few years. She told stories about the many 12-hour days she had worked in the beauty shop and how much she enjoyed those years. The social worker listened to Gen for over an hour. Gen had so many great stories–stories that brought us to laughter and sometimes to the point of tears.
She had a wonderful sense of humor. Her response to Bernadette Fossen’s greeting, “Hi, Gen! How are you?” was, “I’m still alive, but I can’t run as fast.” When Gen visited the Fossens she didn’t arrive empty-handed. She’d say, “Hey! I just picked some raspberries from a friend’s place. Here you go.” Gen then sat on a chair in the kitchen and Bernadette would hand her a baby to hold while they talked or while Grandma Gen shared her recipes . . . homemade pie crust or rhubarb sauce. They laughed over Gen’s stories. Bernadette remembers one of the scariest: Gen was driving a streetcar in St. Paul while studying to become a beautician. “One evening, very late, a man boarded the streetcar and said, ‘It’s a good night for a murder.’ Gen put on a brave front and yelled at him to get to the back . . . but in reality she was scared stiff!”
John Fasbender attended grade school with Pat, and admits to being a frequent visitor at the Ficker home. John and Pat were Minnesota Twins fans from a young age, and Gen would graciously drive them and their friends to ballgames in her convertible. He remembers that Gen was able to corral their exuberance and excitement and patiently not lose her cool. John credits her prayers for their eventual coming to Christ years later. Gen’s patience and faith had its impact on them and on others.
Gen persevered in faith as she faced the physical limitations of old age, such as decline in vision, lack of mobility and arthritis. She told Pat, “Jesus will lead me home; you can count on that, Pat.”
Just a week before she died, when a nurse asked if she wanted to see the doctor about a wound on her leg that wouldn’t heal, Gen replied, “No, it is time to see Jesus.”"
20110104032453,http://peopleofpraise.org/news/?p=642,"July 1st, 2010  |  
						
						Published in
						Branches,  Mission Work  |  7 Comments",Permanent Link: Program Coordinator Appointed for Communications,"From the office of the overall coordinator:
Craig Lent has appointed Sean Connolly as the program coordinator for the community’s Communications office. His responsibilities include People of Praise-related communications within and outside the community: publishing Vine & Branches magazine, developing and distributing videos and managing Internet-based communications.
“Sean began working for the community in 2002,” Craig says. “He moved to Allendale with the first group of community members and took on the job of acting head of our publications work upon his return to South Bend in 2005. He led the transition of Vine & Branches to a full-color magazine emphasizing news, photography and commentary. Together with Elizabeth Grams he began the community’s video department, and this year he and his team launched news web sites for the People of Praise and for Trinity Schools.
Sean Connolly
“He brings to the job of program coordinator the intelligence, energy and idealism that are characteristic of everything that he does.
“In addition to his communications work, Sean participated in the start-up phase of one:ten communications (a technology-focused division of the LaSalle Company), and he continues to serve on the community’s growth team.”
Program coordinators head the community’s program offices—their staff, projects and local divisions. The Principles of Structure and Government provides for five program offices: Action, currently led by Mike Zusi; Education, including the Center for Christian Studies, currently led by Paul DeCelles; Mission, currently led by Nick Holovaty; Communications (formerly known as Publications); and Christian Life Movements, which currently has no assigned program coordinator. Program coordinators are appointed by the overall coordinator and report to Paul DeCelles, the chair of the program coordinators’ council.
Sean says he’s eager to continue expanding the community’s print, web and video communications. “I’m excited about how e-mail and the Internet are helping us to spread news and information rapidly across our 21 branches. And like many, I enjoy flipping through a magazine with thoughtful articles and compelling photos, so I’m looking forward to producing many more issues of Vine & Branches.  I love this work and I am blessed with dedicated and creative co-workers.”
Mission program coordinator Nick Holovaty has worked alongside Sean for more than a decade. “Sean has a gift for identifying what the Lord is up to and explaining it well, in complex and even messy situations. He sees what’s most important and articulates it compellingly and enthusiastically.”
Sean, his wife Gretchen and their daughter Gloria live in South Bend. In 2007, Gretchen became the director of photography and layout for Vine & Branches. Both are graduates of Trinity Schools. Gretchen graduated from the University of St. Thomas and Sean is a graduate of the University of Notre Dame."
20110104032529,http://peopleofpraise.org/news/?p=1,"March 18th, 2010  |  
						
						Published in
						Branches  |  1 Comment",Permanent Link: Banding Together So All May Believe,"John R. Mott, a Methodist layman and pioneer of the ecumenical movement, helped organize the World Missionary Conference and spread its informal motto, ""the evangelization of the world in this generation.""
Commentary
By Sean Connolly
At a February conference in Rome, Catholic Cardinal Walter Kasper made a bold proposal to Anglican, Lutheran, Methodist and Reformed leaders: “an ecumenical catechism,” a joint commentary on the Apostles Creed, the Ten Commandments and the Lord’s Prayer.
That was unthinkable 100 years ago, when a group of Protestants met in Edinburgh, Scotland, for a conference credited with launching the ecumenical movement. The president of the conference read a telegram to the delegates from Anglican leaders containing a single, prescient Scripture verse: John 17:21.
Nowadays, every place the word “ecumenism” goes, John 17:21 follows: scrappy local prayer services, papal encyclicals, harangues over the scandal of a divided Christianity. It’s ecumenism’s ubiquitous theme—Jesus’ prayer to his Father—usually shortened slightly: “that they may all be one . . . so that the world may believe that you have sent me.”
A simple logic governs today’s ecumenical movement: unity comes first. Before “the world may believe,” before Christians can achieve the final clause of John 17:21, we must fulfill the first clause, unity. This translates into lots of high-level dialogues aimed at resolving doctrinal disagreements, but not into much common evangelistic effort.
But there’s another way to read John 17:21—in reverse.
It’s startling to look back from today’s dialogue-heavy ecumenism to discover that the 1910 conference didn’t involve a lick of dialogue.
That meeting—the World Missionary Conference—aimed in a different direction. Organizers like Methodist layman John R. Mott saw great promise for spreading the gospel through the expanding network of railroads. They adopted a motto, “the evangelization of the world in this generation,” and let nothing stand in their way. They invited Baptists, Methodists, Lutherans, Episcopalians, Presbyterians, Quakers and others to get together and talk, banning dialogue about doctrine, so they wouldn’t be diverted from conversation about missionary cooperation.
Simple logic. In the words of one Baptist newspaper, “The world has to be evangelized. God wills it.”
The logic produced intriguing possibilities, like cooperating in some foreign mission fields, rather than working in parallel along denominational lines. After all, as delegate Cheng Jingyi put it, “Denominationalism has never interested the Chinese mind. He finds no delight in it, but sometimes he suffers for it!”
Tragically, four years later, this boatload of missionary zeal struck a big rock—World War I. The energy devoted to sending missionaries got diverted into a fight for Europe.
But the boat survived, and soon the same churches began talking about unity. Orthodox Christians joined a conversation in 1920 that eventually yielded the World Council of Churches in 1948. At the Second Vatican Council in 1964, the Roman Catholic Church made an irrevocable commitment to ecumenism.
This thread of discussion about unity leads straight to Cardinal Kasper’s proposed catechism, a joint articulation of the basics, relevant to any future missionary cooperation.
But many veterans are concerned for the ecumenical movement’s future. Ecumenical dialogue “is perhaps in danger of becoming a matter for specialists and thus of moving away from the grassroots,” Cardinal Kasper says.
Anyone who has counted nearly as many churches as people in a small town could agree with Anglican Archbishop N.T. Wright’s remark:  “Let’s not fool ourselves that if we can agree around the table in Rome, this solves all problems of church unity. . . . It’s just the beginning.”
2010 is as ripe with evangelistic possibilities as 1910. The Internet and the global economy are a railway for ideas and people such as the world has never seen. It’s time for all who love ecumenism to pick up the flag of the World Missionary Conference—“the evangelization of the world in this generation”—to seize on opportunities created by fruitful dialogues and bring the ecumenical movement back to the grassroots.
The story of the last 100 years shows Christian unity coming as the direct result of missionary cooperation, not the other way around. John 17:21 is still the right verse—but read it in reverse: By banding together to help the whole world believe, Christians from every denomination might just fulfill our Lord’s great prayer, “that they may all be one.”
Bold missionary action launched the ecumenical movement. The same can see it through to 2110."
20110104032655,http://peopleofpraise.org/news/?p=1173,"September 17th, 2010  |  
						
						Published in
						Branches  |  1 Comment",Permanent Link: Four Make the Covenant in Servant Branch,"Four people made the covenant of the People of Praise at the community meeting in Servant Branch on Sunday, September 12. From left are Kevin Daly, Karen Coleman, Anna Hagens and Karen Beltz. Photo credit: Elizabeth Pease."
20110104032933,http://peopleofpraise.org/news/?p=1194,"September 17th, 2010  |  
						
						Published in
						Mission Work  |  10 Comments",Permanent Link: Heavenly Dew,"David Zimmel giving a teaching at a barbecue on the South Side of Indianapolis. Photo credit: Walt Seale.
By Chris Meehan and Sean Connolly
When David Zimmel heard a knock on his door in the middle of the afternoon, he had a pretty good idea who it was—Jimmy, an 11-year-old neighbor boy who often comes over. (David is the head of our Christians in Mission team on the South Side of Indianapolis.)
Jimmy said he wanted a couple of bucks.
David asked, “What for?”
“A Mountain Dew for my mother.”
“I can’t give you money and we don’t have any pop around,” David said. “But you know what? We could pray for some, and God could give it to you. If God wants you to have some pop, he’ll take care of it.”
The two prayed quickly, then they both forgot about it.
The next day, Mary Claire Busk, also a member of the CIM team, called David from the pottery shop where she works. She asked, “Do you want some soda?”
“How much?”
“Lots,” Mary Claire said, “Mountain Dew, Dr. Pepper and Diet Pepsi, the good stuff.”
The shop had received a new delivery and wanted to get rid of their older cans. “I brought home cases and cases,” Mary Claire said, “maybe 300 cans.”
“We managed to give half of it away immediately,” says David, “making sure a case of the Mountain Dew went to Jimmy and his mom, and the diet soda to some diabetics we know.”
A few days later, David was visiting Jimmy’s family and wound up talking to Jimmy’s Dad about praying for healing. Jimmy’s Dad had a hard time believing that God could heal someone.
“I brought up that God could even answer prayers for Mountain Dew,” David remembers.
“Yeah,” Jimmy chimed in, “it works for me.”"
20110104033049,http://peopleofpraise.org/news/?p=410,"April 29th, 2010  |  
						
						Published in
						Trinity School  |  1 Comment",Permanent Link: Jade on Trinity: Like Family,Jade is a junior at Greenlawn. ”Everyone’s house is open to me.”
20110104033116,http://peopleofpraise.org/news/?p=400,"April 29th, 2010  |  
						
						Published in
						Trinity School",Permanent Link: Brady on Trinity: Respect and Responsibility,"“They don’t treat me like, ‘You’re a student; just sit there and listen.’ They treat me more like, ‘I want to know your ideas.’”
Brady is a junior at Greenlawn."
20110104033150,http://peopleofpraise.org/news/?p=408,"April 29th, 2010  |  
						
						Published in
						Trinity School  |  4 Comments",Permanent Link: Bill and Kate Adams on Trinity: The Only Game in Town,"“Its focus is on Christ. Our children know coming here what the message and purpose of the school is.”
Bill and Kate Adams are Roman Catholics who chose Trinity, an ecumenical school, for their children. He is a technology representative with a sports medicine company. She home-schools all their 12 children until they attend Trinity in seventh grade. Three of the Adamses are currently at Greenlawn: Brady (11th grade), Maddy (10th grade), and John (9th grade)."
20110104033423,http://peopleofpraise.org/news/?p=187,"April 29th, 2010  |  
						
						Published in
						Trinity School  |  6 Comments",Permanent Link: “On Trinity” Video Series Debuts,"Two Trinity School alumni are creating a series of marketing videos about Trinity Schools. Elizabeth Grams (South Bend) is the producer and director of the series, called “On Trinity.” Joe Gleason (South Bend) is assistant director.
So far, the series consists of twelve interviews with Greenlawn alumni, parents and students. Alumni: Pete Byrne, Andrew Dits, David Go, Stephen Sanford, Molly Lynn Westrate. Students: Brady Adams, Jade Comer, Eddie Linczer. Parents: Bill and Kate Adams, Arnold and Mary del Pilar, Immaculee Mukantaganira, Peter and Rachel Tomas-Morgan."
20110104033453,http://peopleofpraise.org/news/?p=1003,"September 9th, 2010  |  
						
						Published in
						Branches  |  8 Comments",Permanent Link: Buffalo Camp,"One hundred and forty campers and about 50 staff members came to Camp Li-Lo-Li near Randolph, New York, for this year’s Buffalo Camp. Camp director Tom Shriver says most of the branch’s 60 members helped put on the camp in one way or another, from offering intercessory prayer to fundraising to providing hospitality to campers from 12 other branches. (Photo credits: Cathy McAleer, Jennifer Ortiz.)
Lydia pushes a wheelbarrow holding Margaret and Alexa.
The sixth-grade girls at the archery range.
Buffalo camp features a FAR (Formation, Action, Recreation) program for ninth- and tenth-graders. Here FAR participants paint a shed. From left, Meaghan, Molly, Chris and Ben.
From left, Josh, John, Sam, Peter, Robbie, Jacob.
Jared Gonzalez plays Elvis and David Mazanowski plays the Karate Kid. The two served as judges for a musical review.
Catherine and Melinda canoeing.
Shyla Davis (New Orleans) and Stephanie Justen (northern Virgnia).
David Roth (Indianapolis) led the FAR program for ninth- and tenth graders.
Buffalo Camp was held at Camp Li-Lo-Li (Life-Love-Light) near Randolph, New York.
Sam (left) and Jack. 
In this team-building exercise, FAR campers canoed blindfolded and without paddles. They had to navigate the lake with their hands while listening to the voices of their teammates on land.
Fifth-grade boys raise the flag under the leadership of John Milano (left, Vancouver/Portland).
Fifth-grade girls Elizabeth, Sonia, Sophia, Sophia, Kyra  Isabelle, Katie, Ellie, Lauren and Bridgid with their junior counselors Christina and Andre (back row).
Campers and counselors gather for an evening campfire.
From left, John, Josh, Chris, Drew, Jack, and Joseph at the climbing wall.
Katie (left) and Emma swimming.
Ninth- and tenth-grade campers perform a skit.
Clockwise from left, Alexa, Grace, Bridget, Emily, Margaret, Jessica, Elizabeth and Lilly.
Fifth-grade girls Isabelle, Kyra and Lauren bury Sophia in the sand.
Joseph lets loose his arrow."
