Date	Frequency	Hashtags
2020-06-23	31	#WhiteOutWednesday
2020-06-24	56	#WhiteOutWednesday
2020-06-25	11	#WhiteOutWednesday
2020-06-26	4	#WhiteOutWednesday
2020-06-27	15	#WhiteOutWednesday
2020-06-28	8	#WhiteOutWednesday
2020-06-29	13	#WhiteOutWednesday
2020-06-30	10	#WhiteOutWednesday
2020-07-01	16	#WhiteOutWednesday
2020-07-02	4	#WhiteOutWednesday
2020-07-03	3	#WhiteOutWednesday
2020-07-04	6	#WhiteOutWednesday
2020-07-05	1	#WhiteOutWednesday
2020-07-06	3	#WhiteOutWednesday
2020-07-07	7	#WhiteOutWednesday
2020-07-08	5	#WhiteOutWednesday
2020-07-09	9	#WhiteOutWednesday
2020-07-10	2	#WhiteOutWednesday
2020-07-11	4	#WhiteOutWednesday
2020-07-13	1	#WhiteOutWednesday
2020-07-15	3	#WhiteOutWednesday
2020-07-16	5	#WhiteOutWednesday
2020-07-17	3	#WhiteOutWednesday
2020-07-18	2	#WhiteOutWednesday
2020-07-20	6	#WhiteOutWednesday
2020-07-22	2	#WhiteOutWednesday
2020-07-23	1	#WhiteOutWednesday
2020-07-24	1	#WhiteOutWednesday
2020-07-25	1	#WhiteOutWednesday
2020-07-26	2	#WhiteOutWednesday
2020-07-27	2	#WhiteOutWednesday
2020-07-29	1	#WhiteOutWednesday
2020-07-30	1	#WhiteOutWednesday
2020-07-31	1	#WhiteOutWednesday
2020-08-05	5	#WhiteOutWednesday
2020-08-09	2	#WhiteOutWednesday
2020-08-11	2	#WhiteOutWednesday
2020-08-12	1	#WhiteOutWednesday
2020-08-13	1	#WhiteOutWednesday
2020-08-17	1	#WhiteOutWednesday
2020-08-18	2	#WhiteOutWednesday
2020-08-19	2	#WhiteOutWednesday
2020-08-20	1	#WhiteOutWednesday
2020-08-26	3	#WhiteOutWednesday
2020-09-09	2	#WhiteOutWednesday
2020-09-11	1	#WhiteOutWednesday
2020-09-12	1	#WhiteOutWednesday
2020-09-16	1	#WhiteOutWednesday
2020-09-23	15	#WhiteOutWednesday
2020-09-30	2	#WhiteOutWednesday
2020-10-06	1	#WhiteOutWednesday
2020-10-07	2	#WhiteOutWednesday
2020-10-12	1	#WhiteOutWednesday
2020-10-14	3	#WhiteOutWednesday
2020-10-21	1	#WhiteOutWednesday
2020-10-26	1	#WhiteOutWednesday
2020-10-28	2	#WhiteOutWednesday
2020-11-04	2	#WhiteOutWednesday
2020-11-11	2	#WhiteOutWednesday
2020-11-13	1	#WhiteOutWednesday
2020-11-18	1	#WhiteOutWednesday
2020-11-23	1	#WhiteOutWednesday
2020-11-25	1	#WhiteOutWednesday
2020-12-01	1	#WhiteOutWednesday
2020-12-02	2	#WhiteOutWednesday
2020-12-08	1	#WhiteOutWednesday
2020-12-09	2	#WhiteOutWednesday
2020-12-15	1	#WhiteOutWednesday
2020-12-16	12	#WhiteOutWednesday
2018-01-11	125	#BlueLivesMatter
2018-01-12	131	#BlueLivesMatter
2018-01-13	120	#BlueLivesMatter
2018-01-14	101	#BlueLivesMatter
2018-01-15	97	#BlueLivesMatter
2018-01-16	210	#BlueLivesMatter
2018-01-17	292	#BlueLivesMatter
2018-01-18	326	#BlueLivesMatter
2018-01-19	174	#BlueLivesMatter
2018-01-20	180	#BlueLivesMatter
2018-01-21	141	#BlueLivesMatter
2018-01-22	119	#BlueLivesMatter
2018-01-23	112	#BlueLivesMatter
2018-01-24	183	#BlueLivesMatter
2018-01-25	413	#BlueLivesMatter
2018-01-26	238	#BlueLivesMatter
2018-01-27	149	#BlueLivesMatter
2018-01-28	267	#BlueLivesMatter
2018-01-29	236	#BlueLivesMatter
2018-01-30	245	#BlueLivesMatter
2018-01-31	190	#BlueLivesMatter
2018-02-01	190	#BlueLivesMatter
2018-02-02	299	#BlueLivesMatter
2018-02-03	256	#BlueLivesMatter
2018-02-04	261	#BlueLivesMatter
2018-02-05	311	#BlueLivesMatter
2018-02-06	231	#BlueLivesMatter
2018-02-07	179	#BlueLivesMatter
2018-02-08	250	#BlueLivesMatter
2018-02-09	264	#BlueLivesMatter
2018-02-10	781	#BlueLivesMatter
2018-02-11	513	#BlueLivesMatter
2018-02-12	262	#BlueLivesMatter
2018-02-13	429	#BlueLivesMatter
2018-02-14	279	#BlueLivesMatter
2018-02-15	165	#BlueLivesMatter
2018-02-16	172	#BlueLivesMatter
2018-02-17	211	#BlueLivesMatter
2018-02-18	177	#BlueLivesMatter
2018-02-19	171	#BlueLivesMatter
2018-02-20	110	#BlueLivesMatter
2018-02-21	407	#BlueLivesMatter
2018-02-22	300	#BlueLivesMatter
2018-02-23	431	#BlueLivesMatter
2018-02-24	327	#BlueLivesMatter
2018-02-25	234	#BlueLivesMatter
2018-02-26	243	#BlueLivesMatter
2018-02-27	184	#BlueLivesMatter
2018-02-28	176	#BlueLivesMatter
2018-03-01	146	#BlueLivesMatter
2018-03-02	251	#BlueLivesMatter
2018-03-03	193	#BlueLivesMatter
2018-03-04	108	#BlueLivesMatter
2018-03-05	152	#BlueLivesMatter
2018-03-06	85	#BlueLivesMatter
2018-03-07	271	#BlueLivesMatter
2018-03-08	273	#BlueLivesMatter
2018-03-09	237	#BlueLivesMatter
2018-03-10	314	#BlueLivesMatter
2018-03-11	225	#BlueLivesMatter
2018-03-12	210	#BlueLivesMatter
2018-03-13	174	#BlueLivesMatter
2018-03-14	196	#BlueLivesMatter
2018-03-15	336	#BlueLivesMatter
2018-03-16	185	#BlueLivesMatter
2018-03-17	167	#BlueLivesMatter
2018-03-18	144	#BlueLivesMatter
2018-03-19	156	#BlueLivesMatter
2018-03-20	219	#BlueLivesMatter
2018-03-21	215	#BlueLivesMatter
2018-03-22	135	#BlueLivesMatter
2018-03-23	175	#BlueLivesMatter
2018-03-24	191	#BlueLivesMatter
2018-03-25	190	#BlueLivesMatter
2018-03-26	130	#BlueLivesMatter
2018-03-27	206	#BlueLivesMatter
2018-03-28	164	#BlueLivesMatter
2018-03-29	212	#BlueLivesMatter
2018-03-30	263	#BlueLivesMatter
2018-03-31	192	#BlueLivesMatter
2018-04-01	141	#BlueLivesMatter
2018-04-02	160	#BlueLivesMatter
2018-04-03	146	#BlueLivesMatter
2018-04-04	145	#BlueLivesMatter
2018-04-05	180	#BlueLivesMatter
2018-04-06	168	#BlueLivesMatter
2018-04-07	134	#BlueLivesMatter
2018-04-08	85	#BlueLivesMatter
2018-04-09	129	#BlueLivesMatter
2018-04-10	149	#BlueLivesMatter
2018-04-11	101	#BlueLivesMatter
2018-04-12	189	#BlueLivesMatter
2018-04-13	289	#BlueLivesMatter
2018-04-14	154	#BlueLivesMatter
2018-04-15	116	#BlueLivesMatter
2018-04-16	84	#BlueLivesMatter
2018-04-17	141	#BlueLivesMatter
2018-04-18	151	#BlueLivesMatter
2018-04-19	421	#BlueLivesMatter
2018-04-20	425	#BlueLivesMatter
2018-04-21	237	#BlueLivesMatter
2018-04-22	183	#BlueLivesMatter
2018-04-23	189	#BlueLivesMatter
2018-04-24	353	#BlueLivesMatter
2018-04-25	770	#BlueLivesMatter
2018-04-26	259	#BlueLivesMatter
2018-04-27	218	#BlueLivesMatter
2018-04-28	282	#BlueLivesMatter
2018-04-29	182	#BlueLivesMatter
2018-04-30	194	#BlueLivesMatter
2018-05-01	131	#BlueLivesMatter
2018-05-02	177	#BlueLivesMatter
2018-05-03	160	#BlueLivesMatter
2018-05-04	200	#BlueLivesMatter
2018-05-05	182	#BlueLivesMatter
2018-05-06	96	#BlueLivesMatter
2018-05-07	182	#BlueLivesMatter
2018-05-08	159	#BlueLivesMatter
2018-05-09	148	#BlueLivesMatter
2018-05-10	167	#BlueLivesMatter
2018-05-11	275	#BlueLivesMatter
2018-05-12	185	#BlueLivesMatter
2018-05-13	144	#BlueLivesMatter
2018-05-14	219	#BlueLivesMatter
2018-05-15	476	#BlueLivesMatter
2018-05-16	363	#BlueLivesMatter
2018-05-17	259	#BlueLivesMatter
2018-05-18	198	#BlueLivesMatter
2018-05-19	139	#BlueLivesMatter
2018-05-20	108	#BlueLivesMatter
2018-05-21	227	#BlueLivesMatter
2018-05-22	374	#BlueLivesMatter
2018-05-23	324	#BlueLivesMatter
2018-05-24	287	#BlueLivesMatter
2018-05-25	222	#BlueLivesMatter
2018-05-26	170	#BlueLivesMatter
2018-05-27	133	#BlueLivesMatter
2018-05-28	109	#BlueLivesMatter
2018-05-29	96	#BlueLivesMatter
2018-05-30	165	#BlueLivesMatter
2018-05-31	132	#BlueLivesMatter
2018-06-01	145	#BlueLivesMatter
2018-06-02	120	#BlueLivesMatter
2018-06-03	126	#BlueLivesMatter
2018-06-04	155	#BlueLivesMatter
2018-06-05	95	#BlueLivesMatter
2018-06-06	137	#BlueLivesMatter
2018-06-07	149	#BlueLivesMatter
2018-06-08	203	#BlueLivesMatter
2018-06-09	151	#BlueLivesMatter
2018-06-10	93	#BlueLivesMatter
2018-06-11	87	#BlueLivesMatter
2018-06-12	86	#BlueLivesMatter
2018-06-13	108	#BlueLivesMatter
2018-06-14	83	#BlueLivesMatter
2018-06-15	149	#BlueLivesMatter
2018-06-16	227	#BlueLivesMatter
2018-06-17	166	#BlueLivesMatter
2018-06-18	108	#BlueLivesMatter
2018-06-19	119	#BlueLivesMatter
2018-06-20	140	#BlueLivesMatter
2018-06-21	127	#BlueLivesMatter
2018-06-22	152	#BlueLivesMatter
2018-06-23	140	#BlueLivesMatter
2018-06-24	151	#BlueLivesMatter
2018-06-25	134	#BlueLivesMatter
2018-06-26	118	#BlueLivesMatter
2018-06-27	139	#BlueLivesMatter
2018-06-28	154	#BlueLivesMatter
2018-06-29	145	#BlueLivesMatter
2018-06-30	127	#BlueLivesMatter
2018-07-01	108	#BlueLivesMatter
2018-07-02	164	#BlueLivesMatter
2018-07-03	234	#BlueLivesMatter
2018-07-04	145	#BlueLivesMatter
2018-07-05	117	#BlueLivesMatter
2018-07-06	124	#BlueLivesMatter
2018-07-07	143	#BlueLivesMatter
2018-07-08	115	#BlueLivesMatter
2018-07-09	130	#BlueLivesMatter
2018-07-10	172	#BlueLivesMatter
2018-07-11	130	#BlueLivesMatter
2018-07-12	129	#BlueLivesMatter
2018-07-13	142	#BlueLivesMatter
2018-07-14	130	#BlueLivesMatter
2018-07-15	441	#BlueLivesMatter
2018-07-16	282	#BlueLivesMatter
2018-07-17	238	#BlueLivesMatter
2018-07-18	184	#BlueLivesMatter
2018-07-19	159	#BlueLivesMatter
2018-07-20	153	#BlueLivesMatter
2018-07-21	185	#BlueLivesMatter
2018-07-22	144	#BlueLivesMatter
2018-07-23	115	#BlueLivesMatter
2018-07-24	141	#BlueLivesMatter
2018-07-25	166	#BlueLivesMatter
2018-07-26	247	#BlueLivesMatter
2018-07-27	200	#BlueLivesMatter
2018-07-28	209	#BlueLivesMatter
2018-07-29	179	#BlueLivesMatter
2018-07-30	278	#BlueLivesMatter
2018-07-31	170	#BlueLivesMatter
2018-08-01	154	#BlueLivesMatter
2018-08-02	140	#BlueLivesMatter
2018-08-03	173	#BlueLivesMatter
2018-08-04	151	#BlueLivesMatter
2018-08-05	135	#BlueLivesMatter
2018-08-06	202	#BlueLivesMatter
2018-08-07	228	#BlueLivesMatter
2018-08-08	175	#BlueLivesMatter
2018-08-09	170	#BlueLivesMatter
2018-08-10	246	#BlueLivesMatter
2018-08-11	191	#BlueLivesMatter
2018-08-12	218	#BlueLivesMatter
2018-08-13	172	#BlueLivesMatter
2018-08-14	121	#BlueLivesMatter
2018-08-15	197	#BlueLivesMatter
2018-08-16	263	#BlueLivesMatter
2018-08-17	256	#BlueLivesMatter
2018-08-18	203	#BlueLivesMatter
2018-08-19	154	#BlueLivesMatter
2018-08-20	192	#BlueLivesMatter
2018-08-21	139	#BlueLivesMatter
2018-08-22	138	#BlueLivesMatter
2018-08-23	138	#BlueLivesMatter
2018-08-24	190	#BlueLivesMatter
2018-08-25	206	#BlueLivesMatter
2018-08-26	172	#BlueLivesMatter
2018-08-27	265	#BlueLivesMatter
2018-08-28	168	#BlueLivesMatter
2018-08-29	139	#BlueLivesMatter
2018-08-30	146	#BlueLivesMatter
2018-08-31	107	#BlueLivesMatter
2018-09-01	99	#BlueLivesMatter
2018-09-02	116	#BlueLivesMatter
2018-09-03	304	#BlueLivesMatter
2018-09-04	369	#BlueLivesMatter
2018-09-05	249	#BlueLivesMatter
2018-09-06	190	#BlueLivesMatter
2018-09-07	219	#BlueLivesMatter
2018-09-08	224	#BlueLivesMatter
2018-09-09	197	#BlueLivesMatter
2018-09-10	166	#BlueLivesMatter
2018-09-11	199	#BlueLivesMatter
2018-09-12	155	#BlueLivesMatter
2018-09-13	165	#BlueLivesMatter
2018-09-14	205	#BlueLivesMatter
2018-09-15	267	#BlueLivesMatter
2018-09-16	193	#BlueLivesMatter
2018-09-17	241	#BlueLivesMatter
2018-09-18	196	#BlueLivesMatter
2018-09-19	161	#BlueLivesMatter
2018-09-20	189	#BlueLivesMatter
2018-09-21	145	#BlueLivesMatter
2018-09-22	169	#BlueLivesMatter
2018-09-23	136	#BlueLivesMatter
2018-09-24	122	#BlueLivesMatter
2018-09-25	99	#BlueLivesMatter
2018-09-26	133	#BlueLivesMatter
2018-09-27	84	#BlueLivesMatter
2018-09-28	107	#BlueLivesMatter
2018-09-29	196	#BlueLivesMatter
2018-09-30	219	#BlueLivesMatter
2018-10-01	195	#BlueLivesMatter
2018-10-02	116	#BlueLivesMatter
2018-10-03	501	#BlueLivesMatter
2018-10-04	493	#BlueLivesMatter
2018-10-05	238	#BlueLivesMatter
2018-10-06	210	#BlueLivesMatter
2018-10-07	139	#BlueLivesMatter
2018-10-08	334	#BlueLivesMatter
2018-10-09	176	#BlueLivesMatter
2018-10-10	140	#BlueLivesMatter
2018-10-11	145	#BlueLivesMatter
2018-10-12	145	#BlueLivesMatter
2018-10-13	108	#BlueLivesMatter
2018-10-14	81	#BlueLivesMatter
2018-10-15	123	#BlueLivesMatter
2018-10-16	124	#BlueLivesMatter
2018-10-17	312	#BlueLivesMatter
2018-10-18	264	#BlueLivesMatter
2018-10-19	227	#BlueLivesMatter
2018-10-20	400	#BlueLivesMatter
2018-10-21	430	#BlueLivesMatter
2018-10-22	232	#BlueLivesMatter
2018-10-23	218	#BlueLivesMatter
2018-10-24	201	#BlueLivesMatter
2018-10-25	193	#BlueLivesMatter
2018-10-26	179	#BlueLivesMatter
2018-10-27	215	#BlueLivesMatter
2018-10-28	175	#BlueLivesMatter
2018-10-29	136	#BlueLivesMatter
2018-10-30	113	#BlueLivesMatter
2018-10-31	108	#BlueLivesMatter
2018-11-01	126	#BlueLivesMatter
2018-11-02	151	#BlueLivesMatter
2018-11-03	163	#BlueLivesMatter
2018-11-04	195	#BlueLivesMatter
2018-11-05	118	#BlueLivesMatter
2018-11-06	282	#BlueLivesMatter
2018-11-07	86	#BlueLivesMatter
2018-11-08	301	#BlueLivesMatter
2018-11-09	132	#BlueLivesMatter
2018-11-10	114	#BlueLivesMatter
2018-11-11	74	#BlueLivesMatter
2018-11-12	83	#BlueLivesMatter
2018-11-13	86	#BlueLivesMatter
2018-11-14	95	#BlueLivesMatter
2018-11-15	93	#BlueLivesMatter
2018-11-16	122	#BlueLivesMatter
2018-11-17	97	#BlueLivesMatter
2018-11-18	91	#BlueLivesMatter
2018-11-19	164	#BlueLivesMatter
2018-11-20	154	#BlueLivesMatter
2018-11-21	90	#BlueLivesMatter
2018-11-22	84	#BlueLivesMatter
2018-11-23	78	#BlueLivesMatter
2018-11-24	94	#BlueLivesMatter
2018-11-25	94	#BlueLivesMatter
2018-11-26	92	#BlueLivesMatter
2018-11-27	84	#BlueLivesMatter
2018-11-28	61	#BlueLivesMatter
2018-11-29	90	#BlueLivesMatter
2018-11-30	141	#BlueLivesMatter
2018-12-01	113	#BlueLivesMatter
2018-12-02	99	#BlueLivesMatter
2018-12-03	100	#BlueLivesMatter
2018-12-04	97	#BlueLivesMatter
2018-12-05	116	#BlueLivesMatter
2018-12-06	100	#BlueLivesMatter
2018-12-07	105	#BlueLivesMatter
2018-12-08	101	#BlueLivesMatter
2018-12-09	60	#BlueLivesMatter
2018-12-10	147	#BlueLivesMatter
2018-12-11	99	#BlueLivesMatter
2018-12-12	125	#BlueLivesMatter
2018-12-13	162	#BlueLivesMatter
2018-12-14	169	#BlueLivesMatter
2018-12-15	164	#BlueLivesMatter
2018-12-16	92	#BlueLivesMatter
2018-12-17	127	#BlueLivesMatter
2018-12-18	150	#BlueLivesMatter
2018-12-19	116	#BlueLivesMatter
2018-12-20	111	#BlueLivesMatter
2018-12-21	93	#BlueLivesMatter
2018-12-22	98	#BlueLivesMatter
2018-12-23	92	#BlueLivesMatter
2018-12-24	139	#BlueLivesMatter
2018-12-25	125	#BlueLivesMatter
2018-12-26	206	#BlueLivesMatter
2018-12-27	334	#BlueLivesMatter
2018-12-28	503	#BlueLivesMatter
2018-12-29	360	#BlueLivesMatter
2018-12-30	204	#BlueLivesMatter
2018-12-31	164	#BlueLivesMatter
2019-01-01	131	#BlueLivesMatter
2019-01-02	122	#BlueLivesMatter
2019-01-03	108	#BlueLivesMatter
2019-01-04	121	#BlueLivesMatter
2019-01-05	160	#BlueLivesMatter
2019-01-06	213	#BlueLivesMatter
2019-01-07	165	#BlueLivesMatter
2019-01-08	132	#BlueLivesMatter
2019-01-09	519	#BlueLivesMatter
2019-01-10	283	#BlueLivesMatter
2019-01-11	724	#BlueLivesMatter
2019-01-12	323	#BlueLivesMatter
2019-01-13	383	#BlueLivesMatter
2019-01-14	296	#BlueLivesMatter
2019-01-15	234	#BlueLivesMatter
2019-01-16	187	#BlueLivesMatter
2019-01-17	134	#BlueLivesMatter
2019-01-18	167	#BlueLivesMatter
2019-01-19	138	#BlueLivesMatter
2019-01-20	206	#BlueLivesMatter
2019-01-21	199	#BlueLivesMatter
2019-01-22	166	#BlueLivesMatter
2019-01-23	119	#BlueLivesMatter
2019-01-24	130	#BlueLivesMatter
2019-01-25	142	#BlueLivesMatter
2019-01-26	148	#BlueLivesMatter
2019-01-27	187	#BlueLivesMatter
2019-01-28	443	#BlueLivesMatter
2019-01-29	446	#BlueLivesMatter
2019-01-30	210	#BlueLivesMatter
2019-01-31	134	#BlueLivesMatter
2019-02-01	228	#BlueLivesMatter
2019-02-02	139	#BlueLivesMatter
2019-02-03	232	#BlueLivesMatter
2019-02-04	136	#BlueLivesMatter
2019-02-05	225	#BlueLivesMatter
2019-02-06	198	#BlueLivesMatter
2019-02-07	180	#BlueLivesMatter
2019-02-08	175	#BlueLivesMatter
2019-02-09	131	#BlueLivesMatter
2019-02-10	113	#BlueLivesMatter
2019-02-11	122	#BlueLivesMatter
2019-02-12	252	#BlueLivesMatter
2019-02-13	202	#BlueLivesMatter
2019-02-14	106	#BlueLivesMatter
2019-02-15	145	#BlueLivesMatter
2019-02-16	110	#BlueLivesMatter
2019-02-17	110	#BlueLivesMatter
2019-02-18	124	#BlueLivesMatter
2019-02-19	97	#BlueLivesMatter
2019-02-20	144	#BlueLivesMatter
2019-02-21	203	#BlueLivesMatter
2019-02-22	229	#BlueLivesMatter
2019-02-23	200	#BlueLivesMatter
2019-02-24	137	#BlueLivesMatter
2019-02-25	135	#BlueLivesMatter
2019-02-26	139	#BlueLivesMatter
2019-02-27	124	#BlueLivesMatter
2019-02-28	123	#BlueLivesMatter
2019-03-01	141	#BlueLivesMatter
2019-03-02	133	#BlueLivesMatter
2019-03-03	118	#BlueLivesMatter
2019-03-04	91	#BlueLivesMatter
2019-03-05	102	#BlueLivesMatter
2019-03-06	102	#BlueLivesMatter
2019-03-07	188	#BlueLivesMatter
2019-03-08	153	#BlueLivesMatter
2019-03-09	148	#BlueLivesMatter
2019-03-10	94	#BlueLivesMatter
2019-03-11	94	#BlueLivesMatter
2019-03-12	90	#BlueLivesMatter
2019-03-13	112	#BlueLivesMatter
2019-03-14	97	#BlueLivesMatter
2019-03-15	115	#BlueLivesMatter
2019-03-16	98	#BlueLivesMatter
2019-03-17	96	#BlueLivesMatter
2019-03-18	104	#BlueLivesMatter
2019-03-19	85	#BlueLivesMatter
2019-03-20	144	#BlueLivesMatter
2019-03-21	158	#BlueLivesMatter
2019-03-22	208	#BlueLivesMatter
2019-03-23	140	#BlueLivesMatter
2019-03-24	102	#BlueLivesMatter
2019-03-25	128	#BlueLivesMatter
2019-03-26	126	#BlueLivesMatter
2019-03-27	127	#BlueLivesMatter
2019-03-28	143	#BlueLivesMatter
2019-03-29	156	#BlueLivesMatter
2019-03-30	121	#BlueLivesMatter
2019-03-31	68	#BlueLivesMatter
2019-04-01	82	#BlueLivesMatter
2019-04-02	79	#BlueLivesMatter
2019-04-03	100	#BlueLivesMatter
2019-04-04	102	#BlueLivesMatter
2019-04-05	94	#BlueLivesMatter
2019-04-06	92	#BlueLivesMatter
2019-04-07	116	#BlueLivesMatter
2019-04-08	104	#BlueLivesMatter
2019-04-09	84	#BlueLivesMatter
2019-04-10	78	#BlueLivesMatter
2019-04-11	82	#BlueLivesMatter
2019-04-12	101	#BlueLivesMatter
2019-04-13	74	#BlueLivesMatter
2019-04-14	110	#BlueLivesMatter
2019-04-15	143	#BlueLivesMatter
2019-04-16	82	#BlueLivesMatter
2019-04-17	97	#BlueLivesMatter
2019-04-18	100	#BlueLivesMatter
2019-04-19	153	#BlueLivesMatter
2019-04-20	154	#BlueLivesMatter
2019-04-21	139	#BlueLivesMatter
2019-04-22	97	#BlueLivesMatter
2019-04-23	115	#BlueLivesMatter
2019-04-24	116	#BlueLivesMatter
2019-04-25	77	#BlueLivesMatter
2019-04-26	78	#BlueLivesMatter
2019-04-27	100	#BlueLivesMatter
2019-04-28	64	#BlueLivesMatter
2019-04-29	71	#BlueLivesMatter
2019-04-30	131	#BlueLivesMatter
2019-05-01	225	#BlueLivesMatter
2019-05-02	113	#BlueLivesMatter
2019-05-03	108	#BlueLivesMatter
2019-05-04	125	#BlueLivesMatter
2019-05-05	230	#BlueLivesMatter
2019-05-06	207	#BlueLivesMatter
2019-05-07	165	#BlueLivesMatter
2019-05-08	110	#BlueLivesMatter
2019-05-09	79	#BlueLivesMatter
2019-05-10	98	#BlueLivesMatter
2019-05-11	89	#BlueLivesMatter
2019-05-12	110	#BlueLivesMatter
2019-05-13	218	#BlueLivesMatter
2019-05-14	202	#BlueLivesMatter
2019-05-15	302	#BlueLivesMatter
2019-05-16	173	#BlueLivesMatter
2019-05-17	140	#BlueLivesMatter
2019-05-18	136	#BlueLivesMatter
2019-05-19	87	#BlueLivesMatter
2019-05-20	154	#BlueLivesMatter
2019-05-21	123	#BlueLivesMatter
2019-05-22	131	#BlueLivesMatter
2019-05-23	99	#BlueLivesMatter
2019-05-24	84	#BlueLivesMatter
2019-05-25	61	#BlueLivesMatter
2019-05-26	65	#BlueLivesMatter
2019-05-27	56	#BlueLivesMatter
2019-05-28	82	#BlueLivesMatter
2019-05-29	65	#BlueLivesMatter
2019-05-30	87	#BlueLivesMatter
2019-05-31	74	#BlueLivesMatter
2019-06-01	74	#BlueLivesMatter
2019-06-02	57	#BlueLivesMatter
2019-06-03	62	#BlueLivesMatter
2019-06-04	106	#BlueLivesMatter
2019-06-05	89	#BlueLivesMatter
2019-06-06	79	#BlueLivesMatter
2019-06-07	138	#BlueLivesMatter
2019-06-08	98	#BlueLivesMatter
2019-06-09	69	#BlueLivesMatter
2019-06-10	99	#BlueLivesMatter
2019-06-11	154	#BlueLivesMatter
2019-06-12	121	#BlueLivesMatter
2019-06-13	177	#BlueLivesMatter
2019-06-14	160	#BlueLivesMatter
2019-06-15	155	#BlueLivesMatter
2019-06-16	109	#BlueLivesMatter
2019-06-17	98	#BlueLivesMatter
2019-06-18	121	#BlueLivesMatter
2019-06-19	94	#BlueLivesMatter
2019-06-20	335	#BlueLivesMatter
2019-06-21	346	#BlueLivesMatter
2019-06-22	142	#BlueLivesMatter
2019-06-23	193	#BlueLivesMatter
2019-06-24	211	#BlueLivesMatter
2019-06-25	150	#BlueLivesMatter
2019-06-26	191	#BlueLivesMatter
2019-06-27	172	#BlueLivesMatter
2019-06-28	126	#BlueLivesMatter
2019-06-29	107	#BlueLivesMatter
2019-06-30	101	#BlueLivesMatter
2019-07-01	122	#BlueLivesMatter
2019-07-02	128	#BlueLivesMatter
2019-07-03	110	#BlueLivesMatter
2019-07-04	118	#BlueLivesMatter
2019-07-05	136	#BlueLivesMatter
2019-07-06	382	#BlueLivesMatter
2019-07-07	262	#BlueLivesMatter
2019-07-08	250	#BlueLivesMatter
2019-07-09	159	#BlueLivesMatter
2019-07-10	108	#BlueLivesMatter
2019-07-11	98	#BlueLivesMatter
2019-07-12	131	#BlueLivesMatter
2019-07-13	149	#BlueLivesMatter
2019-07-14	97	#BlueLivesMatter
2019-07-15	133	#BlueLivesMatter
2019-07-16	185	#BlueLivesMatter
2019-07-17	150	#BlueLivesMatter
2019-07-18	124	#BlueLivesMatter
2019-07-19	134	#BlueLivesMatter
2019-07-20	94	#BlueLivesMatter
2019-07-21	122	#BlueLivesMatter
2019-07-22	203	#BlueLivesMatter
2019-07-23	729	#BlueLivesMatter
2019-07-24	346	#BlueLivesMatter
2019-07-25	288	#BlueLivesMatter
2019-07-26	241	#BlueLivesMatter
2019-07-27	205	#BlueLivesMatter
2019-07-28	161	#BlueLivesMatter
2019-07-29	174	#BlueLivesMatter
2019-07-30	129	#BlueLivesMatter
2019-07-31	197	#BlueLivesMatter
2019-08-01	181	#BlueLivesMatter
2019-08-02	166	#BlueLivesMatter
2019-08-03	153	#BlueLivesMatter
2019-08-04	116	#BlueLivesMatter
2019-08-05	127	#BlueLivesMatter
2019-08-06	146	#BlueLivesMatter
2019-08-07	100	#BlueLivesMatter
2019-08-08	122	#BlueLivesMatter
2019-08-09	157	#BlueLivesMatter
2019-08-10	113	#BlueLivesMatter
2019-08-11	129	#BlueLivesMatter
2019-08-12	121	#BlueLivesMatter
2019-08-13	250	#BlueLivesMatter
2019-08-14	1413	#BlueLivesMatter
2019-08-15	1789	#BlueLivesMatter
2019-08-16	301	#BlueLivesMatter
2019-08-17	210	#BlueLivesMatter
2019-08-18	158	#BlueLivesMatter
2019-08-19	195	#BlueLivesMatter
2019-08-20	185	#BlueLivesMatter
2019-08-21	177	#BlueLivesMatter
2019-08-22	136	#BlueLivesMatter
2019-08-23	130	#BlueLivesMatter
2019-08-24	141	#BlueLivesMatter
2019-08-25	112	#BlueLivesMatter
2019-08-26	76	#BlueLivesMatter
2019-08-27	80	#BlueLivesMatter
2019-08-28	117	#BlueLivesMatter
2019-08-29	97	#BlueLivesMatter
2019-08-30	93	#BlueLivesMatter
2019-08-31	127	#BlueLivesMatter
2019-09-01	96	#BlueLivesMatter
2019-09-02	83	#BlueLivesMatter
2019-09-03	101	#BlueLivesMatter
2019-09-04	173	#BlueLivesMatter
2019-09-05	188	#BlueLivesMatter
2019-09-06	173	#BlueLivesMatter
2019-09-07	107	#BlueLivesMatter
2019-09-08	61	#BlueLivesMatter
2019-09-09	115	#BlueLivesMatter
2019-09-10	88	#BlueLivesMatter
2019-09-11	128	#BlueLivesMatter
2019-09-12	88	#BlueLivesMatter
2019-09-13	106	#BlueLivesMatter
2019-09-14	79	#BlueLivesMatter
2019-09-15	87	#BlueLivesMatter
2019-09-16	91	#BlueLivesMatter
2019-09-17	173	#BlueLivesMatter
2019-09-18	98	#BlueLivesMatter
2019-09-19	186	#BlueLivesMatter
2019-09-20	165	#BlueLivesMatter
2019-09-21	151	#BlueLivesMatter
2019-09-22	98	#BlueLivesMatter
2019-09-23	105	#BlueLivesMatter
2019-09-24	93	#BlueLivesMatter
2019-09-25	83	#BlueLivesMatter
2019-09-26	85	#BlueLivesMatter
2019-09-27	176	#BlueLivesMatter
2019-09-28	245	#BlueLivesMatter
